Biome;LL;LMA;Nmass;Pmass;Amass;Rmass
wland;1,21;2,3;0,276;;1,96;0,96
wland;1,44;2,38;0,011;;1,72;0,88
wland;1,43;2,33;-0,04;;1,7;0,92
wland;1,15;2,3;0,063;;1,78;0,96
wland;1,17;2,26;0,043;;1,87;0,77
wland;1,23;2,39;0,12;;1,89;0,87
wland;1,52;2,49;0,205;;1,82;0,92
wland;1,15;2,2;0,044;;1,65;1,04
wland;1,66;2,83;-0,146;;1,5;0,6
wland;2,02;2,46;0,238;;1,58;0,52
wland;1,39;2,52;-0,071;;1,71;0,91
wland;1,45;2,66;-0,119;;1,51;0,69
wland;1,46;2,58;-0,064;;1,66;0,7
wland;1,47;2,66;-0,148;;1,65;0,72
wland;1,62;2,74;-0,206;;1,61;0,79
wland;1,28;2,19;0,052;;1,93;0,98
wland;1,37;2,25;0,115;;1,9;1
wland;1,46;2,46;-0,033;;1,79;0,86
wland;1,26;2,52;0,05;;1,76;0,78
wland;1,38;2,87;-0,098;;1,39;0,49
wland;0,6;1,76;0,55;;2,55;
wland;0,6;1,7;0,173;;1,99;
wland;0,6;1,94;0,279;;2,28;
wland;0,6;1,57;0,363;;2,18;
wland;0,6;2,05;0,262;;1,98;
wland;;2,15;0,105;;;
wland;;2,16;0,093;;;
wland;;2,12;0,093;;;
wland;;2,11;0,14;;;
wland;;2,05;-0,032;;;
wland;;2,2;-0,058;;;
wland;;2,15;0,13;;;
wland;;2,11;0,099;;;
wland;;2,07;0,192;;;
wland;;1,98;0,317;;;
wland;;2,04;0,322;;;
wland;;2,07;0,185;;;
wland;;2,24;0,134;;;
wland;;2,11;0,241;;;
wland;;2,09;0,219;;;
wland;;1,78;0,5;;;
wland;;2,15;0,107;;;
wland;;2,14;0,013;;;
wland;;2;0,59;;;
wland;;2,14;0,054;;;
wland;;2,15;0,335;;;
wland;;2,33;0,109;;;
wland;;2,18;0,485;;;
wland;;2,22;0,177;;;
wland;;2,2;0,21;;;
wland;;1,91;0,564;;;
wland;;2,04;0,007;;;
wland;;2,19;0,306;;;
wland;;2,2;-0,075;;;
wland;;2,29;0,25;;;
wland;;1,84;0,095;;;
wland;;1,97;0,331;;;
temp_for;;1,99;0,353;;;
temp_for;;2,12;0,311;;;
temp_for;;2,07;0,198;;;
temp_for;;2,1;0,235;;;
temp_for;;1,86;0,306;;;
temp_for;;2,08;0,265;;;
temp_for;;2,29;-0,165;;;
temp_for;;1,97;0,127;;;
temp_for;;2,25;0,037;;;
temp_for;;2,16;0,084;;;
wland;;2,28;-0,116;;;
wland;;2,39;0,011;;;
wland;;2,44;0,122;;;
wland;;2,08;0,248;;;
wland;;2,44;-0,013;;;
wland;;2,05;0,468;;;
wland;;2,31;0,069;;;
wland;;2,16;-0,057;;;
wland;;2,11;0,078;;;
wland;;2,14;0;;;
wland;;1,96;0,383;;;
wland;;2,18;0,106;;;
wland;;1,74;0,35;;;
desert;;2,12;0,203;;;
desert;;2,37;0,189;;;
desert;;2,09;0,286;;;
desert;;2,06;0,387;;;
desert;;2,08;0,379;;;
desert;;2,29;0,235;;;
temp_for;;1,55;0,214;;;
temp_for;;1,54;0,245;;;
temp_for;;1,64;0,18;;;
temp_for;;2,13;0,049;;;
temp_for;;1,85;0,162;;;
temp_for;;1,55;0,205;;;
temp_for;;1,63;0,302;;;
temp_for;;1,84;0,381;;;
temp_for;;1,65;0,298;;;
temp_for;;1,93;0,279;;;
temp_for;;1,91;0,27;;;
temp_for;;1,92;0,313;;;
tundra;;1,88;0,698;;;
tundra;;2,03;0,002;;;
tundra;;2,04;0,243;;;
wland;;2,5;-0,155;;;
wland;;2,27;0,053;;;
wland;;2,46;0,23;;;
wland;;2,43;0,179;;;
wland;;2,38;0,114;;;
wland;;1,98;0,22;;;
wland;;2,47;-0,036;;;
wland;;2,22;0,134;;;
wland;;2,45;0,104;;;
wland;;2,18;-0,143;;;
wland;;;-0,06;;;
wland;;2,2;0,196;;;
wland;;2,3;0,193;;;
wland;;2,37;0,199;;;
wland;;;0,407;;;
wland;;;-0,161;;;
wland;;2,34;0,405;;;
wland;;2,22;0,155;;;
wland;;2,23;0,248;;;
wland;;2,33;0,079;;;
wland;;2,19;0,004;;;
wland;;2,15;-0,208;;;
wland;;2,3;0,117;;;
wland;;2,47;0,161;;;
wland;;2,31;0,124;;;
wland;;1,97;0,097;;;
wland;;2,21;0,127;;;
wland;;2,06;0,279;;;
wland;;1,85;0,362;;;
wland;;1,87;0,328;;;
wland;;2,19;0,305;;;
wland;;1,98;0,176;;;
wland;;2,26;0,143;;;
wland;;1,93;0,22;;;
wland;;1,93;0,248;;;
wland;;2,04;0,225;;;
wland;;2,17;0,158;;;
wland;;1,89;0,286;;;
wland;;2,15;0,279;;;
wland;;1,92;0,31;;;
wland;;2,07;0,276;;;
wland;;2,03;0,338;;;
wland;;1,8;0,386;;;
trop_rf;;;0,336;;;
trop_rf;;;0,401;;;
trop_rf;;;0,369;;;
trop_rf;;;0,301;;;
trop_rf;;;0,31;;;
trop_rf;;;0,22;;;
trop_rf;;;0,444;;;
trop_rf;;;0,554;;;
trop_rf;;;0,346;;;
trop_rf;;;0,14;;;
trop_rf;;;0,246;;;
trop_rf;;;0,121;;;
trop_rf;;;0,182;;;
trop_rf;;;0,217;;;
trop_rf;;;0,19;;;
trop_rf;;;0,241;;;
trop_rf;;;0,14;;;
trop_rf;;;0,228;;;
trop_rf;;;0,417;;;
trop_rf;;;0,207;;;
trop_rf;;;0,225;;;
trop_rf;;;0,382;;;
trop_rf;;;0,462;;;
trop_rf;;;0,398;;;
trop_rf;;;0,476;;;
trop_rf;;;0,464;;;
trop_rf;;;0,537;;;
trop_rf;;;0,487;;;
trop_rf;;;0,398;;;
trop_rf;;;0,455;;;
trop_rf;;;0,631;;;
trop_rf;;;0,352;;;
trop_rf;;;0,27;;;
trop_rf;;;0,456;;;
trop_rf;;;0,458;;;
trop_rf;1,37;1,56;0,445;;1,86;
trop_rf;1,44;1,56;0,377;;1,87;
trop_rf;0,62;1,45;0,574;;2,54;
trop_rf;1,13;1,48;0,452;;2,12;
trop_rf;1,23;1,5;0,436;;1,99;
trop_rf;0,41;1,36;0,371;;;
trop_rf;0,55;1,52;0,441;;1,94;
trop_for;0,89;1,64;0,362;;;
trop_for;1,05;1,99;0,146;;;
trop_for;0,86;1,68;0;;;
trop_for;0,98;1,84;0,255;;;
trop_for;1,36;1,9;0,204;;;
trop_for;0,85;1,67;0,322;;;
trop_for;1,56;1,99;0,322;;;
trop_for;1,28;2,04;0,279;;;
trop_for;1,17;1,89;0,19;;;
temp_for;1,13;2,1;0,363;-1,244;2,03;1,03
temp_for;;2,26;0,121;-1,337;1,8;0,89
temp_for;0,79;1,92;0,201;-1,149;2,18;0,95
temp_for;1,07;1,85;0,099;-1,328;1,85;0,66
temp_for;0,91;1,98;0,279;-1,102;2,32;1
temp_for;1,12;2,08;0,035;-1,319;1,88;0,79
temp_for;1,39;2,31;-0,04;-1,409;1,61;0,8
temp_for;1,42;1,98;0,233;-1,509;;
temp_for;1,38;2,08;0,064;-1,523;1,88;0,63
temp_for;0,87;1,96;0,116;-1,347;2,05;1,15
temp_for;1,44;2,15;-0,208;-1,495;1,67;0,91
temp_for;;2,43;0,129;-1,276;1,41;0,6
temp_for;1,61;2,16;-0,116;-1,301;1,67;0,58
temp_for;1,06;1,99;0,108;-1,387;1,97;0,75
temp_for;0,97;1,97;0,29;-1,444;1,98;0,89
temp_for;1,22;1,96;0,309;-1,347;2,07;1,15
temp_for;1,07;1,96;0,201;-1,076;1,87;0,96
temp_for;1,36;2,17;-0,007;-1,398;1,76;0,79
temp_for;1,61;2,18;-0,061;-1,432;1,8;0,59
wland;1,47;2,34;0,281;-1,658;1,67;0,84
wland;1,56;2,23;-0,071;-1,638;2,01;0,68
wland;1,29;2,2;0,076;-1,658;1,74;0,79
wland;1,16;2,27;-0,09;-1,523;1,77;0,75
wland;1,08;2,17;0,079;-1,444;1,76;0,84
wland;1,27;2,3;0,019;-1,469;1,73;0,78
wland;1,45;2,11;0,089;-1,745;1,63;0,95
wland;1,18;2,04;-0,15;-1,638;1,77;1,03
wland;1,27;2,19;-0,066;-1,62;1,7;0,87
wland;1,62;2,41;-0,272;-1,745;1,65;0,59
wland;1,32;2,53;-0,287;-1,678;1,54;0,61
wland;1,04;2,04;0,017;-1,569;1,73;0,87
wland;1,47;2,35;-0,219;-1,638;1,57;0,56
wland;1,35;2,11;-0,069;-1,602;1,57;1
wland;1,66;2,26;-0,229;-1,62;1,66;0,4
wland;1,35;2,08;0,093;-1,745;1,71;1,03
wland;1,1;1,76;0,172;-1,276;2,03;1,22
wland;1,3;2,34;0,302;-1,081;1,83;0,83
wland;1,32;2,42;0,264;-1,174;1,61;0,65
wland;0,8;1,92;0,462;-0,879;2,36;1,59
wland;1,12;2,12;0,253;-1,018;1,88;0,73
wland;1,49;2,37;0,08;-1,06;1,43;0,62
wland;0,9;2,23;0,269;-0,947;1,88;1,3
wland;0,99;2,05;0,296;-1,013;1,98;1,26
wland;1,01;2,12;0,297;-0,939;2,01;1,19
wland;1,24;2,21;0,227;-0,87;1,96;1
wland;1,18;2,43;0,166;-1;;
wland;1,15;2,25;0,27;-1,027;1,73;1,04
wland;1,2;2,26;0,168;-0,987;1,9;0,74
wland;1,53;2,72;0,028;-0,959;0,94;
wland;1,47;2,27;0,23;-0,979;1,74;0,76
wland;1,61;2,7;-0,136;-1,523;1,35;0,38
wland;;1,58;0,433;-0,548;2,42;1,55
wland;1,24;2,45;0,105;-1,036;1,72;1,03
wland;1,14;2,07;0,39;-0,87;1,69;1,22
wland;1,28;2,44;0,17;-1,161;1,59;1,13
wland;0,88;1,91;0,489;-0,712;2,12;1,42
wland;1,29;2,54;0,298;-1,102;1,51;1,15
wland;1,32;2,45;0,239;-1,071;1,7;1,09
wland;0,81;1,88;0,514;-0,886;2,16;1,42
wland;0,98;1,97;0,472;-0,921;2,09;1,52
wland;1,57;2,56;0,252;-1,319;1,41;0,76
wland;1,32;2,62;0,163;-1,337;1,49;0,95
wland;1,08;2,21;0,277;-1,137;1,72;1,06
wland;1,21;2,23;0,282;-1,071;1,61;1,01
wland;1,17;2,2;0,236;-1,125;1,56;0,97
wland;1,75;2,5;0,085;-1,42;1,46;0,83
wland;1,12;2,1;0,189;-1,081;1,7;0,67
wland;;;0,034;-1,244;;
wland;1;2,11;0,267;-0,983;1,7;1,11
wland;1,46;2,34;0,203;-1,051;1,67;0,81
wland;1,2;2,19;0,263;-0,991;1,84;1,06
wland;1,47;2,48;-0,042;-1,31;1,58;0,57
wland;1,46;2,45;0,086;-1,215;1,71;0,68
wland;1,07;1,95;0,276;-1,108;1,95;1,17
wland;;2,16;0,093;-1,071;1,56;1,02
wland;1,2;2,58;0,061;-1,108;1,56;0,96
wland;;2,32;0,179;-1,149;1,38;0,83
wland;1,05;2,19;0,235;-1,071;1,89;1,09
wland;0,96;2,01;0,367;-0,959;1,82;1,14
wland;1,43;2,25;0,138;-1,201;1,59;0,99
wland;1,24;2,49;-0,001;-1,194;1,31;0,59
wland;;2,59;-0,056;-1,268;1,54;0,91
trop_rf;;2,02;;;;
trop_rf;;1,79;;;;
trop_rf;;1,92;;;;
trop_rf;;1,86;;;;
trop_rf;;2,21;;;;
trop_rf;;2,05;;;;
trop_rf;;1,79;;;;
trop_rf;;2,31;;;;
trop_rf;;2,42;;;;
temp_for;1,99;2,27;0,236;-0,848;1,46;
temp_for;0,78;1,67;0,21;-0,69;1,92;
temp_for;0,78;1,79;0,342;-0,552;1,89;
temp_for;0,68;1,82;0,279;-0,603;2,09;
temp_for;0,78;1,66;0,272;-0,57;2,07;
temp_for;0,78;1,65;0,338;-0,711;2,17;
temp_for;0,78;2;0,258;-0,518;1,62;
temp_for;2,01;2,37;0,076;-0,763;1,47;
temp_for;1,66;2,51;0,072;-0,909;1,71;
temp_for;1,46;2,45;0,121;-0,872;1,59;
temp_for;1,81;2,14;0,033;-0,784;1,48;
temp_for;0,78;1,84;0,27;-0,563;1,93;
temp_for;0,78;1,84;0,303;-0,656;2,07;
temp_for;0,68;1,66;0,272;-0,57;1,92;
boreal;0,17;1,6;0,672;;;
boreal;0,33;1,7;0,538;;;
boreal;0,33;1,79;0,415;;;
boreal;;1,68;0,407;;;
boreal;;1,82;0,342;;;
boreal;;1,78;0,332;;;
boreal;;1,81;0,255;;;
boreal;;1,66;0,362;;;
boreal;;1,74;0,332;;;
trop_rf;;2,01;;;1,92;
trop_rf;;2,1;;;2;
trop_rf;;2,14;;;2,02;
trop_rf;;1,99;;;2,15;
trop_rf;;1,89;;;2,13;
trop_rf;;2,11;;;2,01;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;2,36;-0,35;-1,482;;
wland;;2,29;-0,234;-1,325;;
wland;;2,46;0,014;-1,476;;
wland;;2,55;0,019;-1,602;;
wland;;2,53;-0,327;-1,416;;
wland;;2,35;-0,139;-1,569;;
wland;;2,48;-0,065;-1,412;;
wland;;2,41;-0,168;-1,203;;
wland;;2,47;-0,155;-1,474;;
wland;;2,3;-0,142;-1,328;;
wland;;2,54;-0,354;-1,679;;
wland;;2,4;-0,274;-1,527;;
wland;;2,57;-0,264;-1,784;;
wland;;2,56;-0,392;-1,435;;
wland;;2,64;-0,232;-1,224;;
wland;;2,46;-0,267;-1,506;;
wland;;2,72;-0,183;-1,285;;
wland;;2,65;-0,249;-1,672;;
wland;;2,26;-0,284;-1,478;;
wland;;2,34;-0,194;-1,549;;
wland;;2,46;-0,077;-1,434;;
wland;;2,41;-0,128;-1,299;;
wland;;2,1;0,024;-1,437;;
wland;;2,34;-0,31;-1,658;;
wland;;2,37;-0,361;-1,507;;
wland;;2,37;-0,186;-1,51;;
wland;;2,38;-0,291;-1,518;;
wland;;2,21;-0,16;-1,583;;
wland;;2,67;-0,476;-1,673;;
wland;;2,29;-0,144;-1,574;;
wland;;2,41;-0,154;-0,999;;
wland;;2,49;-0,066;-1,079;;
wland;;2,41;0,165;-1,274;;
wland;;2,34;-0,233;-1,666;;
wland;;2,32;-0,145;-1,349;;
wland;;2,42;-0,134;-1,539;;
wland;;2,43;-0,032;-1,539;;
wland;;2,28;-0,057;-1,37;;
wland;;2,37;-0,175;-1,433;;
wland;;2,46;0,175;-1,328;;
wland;;2,42;-0,133;-1,294;;
wland;;2,5;-0,123;-1,355;;
wland;;2,27;-0,05;-1,501;;
wland;;2,38;-0,106;-1,396;;
wland;;2,34;-0,14;-1,318;;
wland;;2,3;-0,319;-1,539;;
wland;;2,48;-0,09;-1,444;;
wland;;2,38;-0,052;-1,393;;
wland;;2,34;-0,11;-1,66;;
wland;;1,94;-0,188;-1,65;;
wland;;2,41;-0,198;-1,77;;
wland;;2,36;-0,295;-1,842;;
wland;;2,49;-0,18;-1,831;;
wland;;2,44;-0,231;-1,957;;
wland;;2,41;-0,085;-1,802;;
wland;;2,37;-0,084;-1,179;;
wland;;2,15;-0,102;-1,114;;
wland;;2,4;-0,142;-1,395;;
wland;;2,45;-0,232;-1,246;;
wland;;2,46;-0,006;-1,163;;
wland;;2,27;-0,085;-1,576;;
wland;;2,18;-0,207;-1,592;;
wland;;2,45;-0,194;-1,813;;
wland;;2,53;-0,07;-1,685;;
wland;;2,52;-0,257;-1,627;;
wland;;2,32;-0,445;-1,886;;
wland;;2,51;-0,212;-1,444;;
wland;;2,58;-0,381;-1,796;;
wland;;2,38;-0,334;-1,229;;
wland;;2,59;-0,188;-1,721;;
wland;;2,5;-0,361;-1,602;;
wland;;2,21;-0,26;-1,553;;
wland;;2,46;-0,143;-1,569;;
wland;;2,34;-0,268;-1,569;;
wland;;2,26;-0,213;-1,62;;
wland;;2,55;;;;
wland;;2,3;-0,11;-1,523;;
wland;;2,4;-0,188;-1,387;;
wland;;2,69;-0,268;-1,824;;
wland;;2,36;-0,226;-1,745;;
wland;;2,25;-0,476;-1,602;;
wland;;2,6;-0,365;-1,886;;
wland;;2,74;-0,305;-1,921;;
wland;;2,62;-0,188;-1,721;;
wland;;2,57;-0,553;-2;;
wland;;2,36;-0,268;-1,796;;
wland;;2,42;-0,423;-2;;
wland;;2,52;-0,268;-1,824;;
wland;;2,54;-0,11;-1,678;;
wland;;2,91;-0,462;-2;;
wland;;2,5;-0,305;-1,721;;
wland;;2,7;;;;
wland;;2,68;-0,376;-1,638;;
wland;;2,85;-0,355;-1,509;;
wland;;2,73;-0,251;-1,553;;
wland;;2,8;-0,211;-1,678;;
wland;;2,61;-0,344;-1,921;;
wland;;2,73;-0,196;-1,495;;
wland;;2,73;-0,305;-1,523;;
wland;;2,76;-0,52;-1,553;;
wland;;2,67;-0,333;-1,523;;
wland;;2,57;-0,313;-1,678;;
wland;;2,36;-0,128;-1,638;;
wland;;2,72;-0,449;-1,658;;
wland;;2,68;-0,323;-2;;
wland;;2,65;-0,075;-1,62;;
wland;;2,78;-0,449;-1,721;;
wland;;2,8;-0,196;-1,62;;
wland;;2,53;-0,387;-1,638;;
wland;;2,61;-0,058;-1,456;;
wland;;2,8;-0,286;-1,553;;
wland;;2,66;-0,365;-1,678;;
wland;;2,71;-0,017;-1,745;;
wland;;2,64;-0,399;-1,553;;
wland;;2,8;-0,215;-1,678;;
wland;;2,9;-0,42;-1,824;;
wland;;2,93;-0,553;-1,824;;
wland;;2,9;-0,504;-1,658;;
wland;;2,6;-0,134;-1,444;;
wland;;2,58;-0,606;-1,602;;
wland;;2,56;-0,349;-1,538;;
wland;;2,85;-0,295;-1,658;;
wland;;2,56;-0,069;-1,602;;
wland;;2,52;-0,489;-1,62;;
wland;;2,62;-0,355;-1,678;;
wland;;2,28;-0,196;-1,409;;
wland;;2,23;-0,411;-1,699;;
wland;;2,38;-0,33;-2,046;;
wland;;2,45;-0,182;-1,432;;
wland;;2,96;-0,344;-1,387;;
wland;;2,35;-0,268;-1,569;;
wland;;2,82;-0,355;-1,62;;
wland;;2,37;-0,319;-1,638;;
wland;;2,4;-0,219;-1,638;;
wland;;2,78;-0,411;-1,824;;
wland;;2,83;-0,394;-1,886;;
wland;;2,86;-0,434;-1,745;;
wland;;2,51;-0,182;-1,699;;
wland;;2,56;-0,318;-1,77;;
wland;;2,55;-0,475;-1,796;;
wland;;2,86;-0,426;-1,796;;
wland;;2,55;-0,167;-1,602;;
wland;;2,44;-0,358;-1,244;;
wland;;2,77;;;;
wland;;2,63;-0,471;-1,886;;
wland;;2,39;-0,445;-1,886;;
wland;;2,19;;;;
wland;;2,52;-0,301;-1,745;;
wland;;2,55;-0,226;-1,678;;
wland;;2,5;-0,292;-1,585;;
wland;;2,62;-0,358;-1,244;;
wland;;2,79;-0,489;-2;;
wland;;2,69;-0,251;-1,495;;
wland;;2,51;;;;
wland;;2,68;-0,365;-1,678;;
wland;;2,67;-0,476;-1,854;;
wland;;2,78;-0,553;-1,824;;
wland;;2,94;-0,476;-1,854;;
wland;;2,71;-0,355;-1,921;;
wland;;2,96;-0,219;-1,62;;
wland;;3,18;-0,277;-1,658;;
wland;;2,77;-0,365;-1,77;;
tundra;0,56;1,84;0,301;;;
tundra;0,56;1,66;0,504;;;
tundra;;2,19;;;1,78;
tundra;0,56;2,11;0,301;;;
tundra;;1,99;;;2,08;
tundra;0,56;1,8;0,377;;2,21;
tundra;0,56;1,89;0,319;-0,648;2,21;
tundra;0,56;1,74;0,415;;;
tundra;;1,97;;;2,34;
tundra;0,56;2,23;0,362;;1,76;
tundra;0,56;;;;;
tundra;0,56;1,98;0,301;;2,11;
tundra;0,56;2,04;0,237;-0,854;2,22;
tundra;1,78;2,4;0,079;;1,49;
tundra;1,16;2,3;0,166;-1;1,67;
tundra;1,12;1,87;0,446;;;
tundra;1,78;2,25;0,041;;1,61;
tundra;0,56;1,89;0,279;;;
tundra;0,56;1,83;0,441;;;
tundra;0,56;2;0,324;;;
tundra;0,56;2,2;0,35;;;
tundra;0,56;2,11;0,204;;1,94;
tundra;1,12;2,16;0,204;;;
tundra;1,12;2,2;0,253;-0,77;2,04;
tundra;0,56;1,81;0,583;;;
tundra;0,56;1,97;0,71;;;
tundra;0,56;2,23;0,301;;2,03;
tundra;0,56;2,3;0,193;;;
tundra;;2,1;0,079;;;
tundra;1,26;2,27;0,152;-0,839;1,73;
tundra;1,78;2,34;-0,046;;;
tundra;0,56;;0,255;;;
tundra;0,56;2,02;0,173;;;
tundra;0,56;;;;;
tundra;0,56;1,83;0,659;;;
tundra;0,56;2,11;0,542;;;
tundra;0,56;1,82;0,279;;2,25;
tundra;1,78;2,51;0,079;;;
tundra;2,38;2,59;-0,046;;;
tundra;0,56;2,01;0,143;;;
tundra;0,56;2,1;-0,301;;;
tundra;0,56;1,99;0,374;-0,757;2,34;
tundra;0,56;1,98;0,279;;;
tundra;0,56;1,88;0,342;;;
tundra;0,56;1,89;0,407;;;
tundra;0,56;1,72;0,286;;;
tundra;0,56;1,92;0,305;-0,886;2,13;
tundra;0,56;2;0,255;;;
tundra;0,56;1,94;0,292;;;
tundra;;1,87;;;2,02;
tundra;0,56;1,93;0,342;;;
tundra;0,56;1,96;0,342;;2,14;
tundra;0,56;1,96;;;2,13;
tundra;0,56;2,13;0,079;;;
tundra;0,56;1,86;0,283;;;
tundra;0,56;2,19;0,369;;;
tundra;0,56;1,91;0,373;;2,15;
tundra;1,56;2,25;-0,004;-1;1,62;
wland;0,9;2,05;0,23;-0,893;;
wland;1,04;1,96;0,294;-0,866;;
wland;0,95;2,13;0,257;-0,851;;
wland;1,08;2,69;0,1;-1,161;;
wland;1,08;2,44;0,06;-1,097;;
wland;1,08;2,35;0,13;-1,143;;
wland;0,78;1,73;0,357;-0,67;;
wland;1,08;2,4;-0,011;-1,208;;
wland;0,78;1,91;0,376;-0,833;;
wland;0,78;1,93;0,358;-0,81;;
wland;0,78;1,72;0,363;-0,738;;
temp_for;;2,07;0,267;-0,846;;
temp_for;;2,52;0,039;-0,914;;
temp_for;;2,29;0,037;-1,073;;
temp_for;;2,29;-0,046;-1,043;;
temp_for;;2,13;0,201;-0,857;;
temp_for;;2,13;0,224;-0,766;;
temp_for;;2,08;0,281;-0,765;;
temp_for;;2,17;0,251;-0,813;;
temp_for;;2,38;-0,011;-0,997;;
temp_for;;2,35;-0,061;-1,15;;
temp_for;;2,14;-0,055;-1,147;;
temp_for;;2,3;0,024;-1,125;;
temp_for;;2,19;0,049;-1,076;;
temp_for;;2,33;0,115;-0,969;;
temp_for;;2,32;0,04;-0,916;;
temp_for;;2,63;-0,218;-1,234;;
temp_for;;2,4;-0,142;-1,197;;
temp_for;;2,2;0,106;-0,909;;
temp_for;;2,51;-0,196;-1,354;;
temp_for;;2,34;-0,016;-0,999;;
temp_for;;2,09;0,008;-1,101;;
temp_for;;2,11;0,023;-1,03;;
temp_for;;2,24;0,193;-0,886;;
temp_for;;2,35;0,03;-0,953;;
temp_for;;2,23;0,3;-0,684;;
temp_for;;2,55;-0,07;-1,064;;
temp_for;;2,31;0,006;-0,878;;
temp_for;;1,59;;;;
temp_for;;1,89;0,217;;;0,93
temp_for;;1,77;;;;
temp_for;;1,92;0,407;;;1,01
temp_for;;1,83;0,241;;;1,04
temp_for;;1,9;0,283;;;1,07
temp_for;;1,87;0,328;;;1,09
temp_for;;1,64;0,36;;;1
temp_for;;1,74;0,265;;;1,04
temp_for;;1,58;0,27;;;1,1
temp_for;;1,84;0,316;;;0,89
temp_for;;1,99;0,342;;;1,05
temp_for;;2,02;;;;
temp_for;;2,05;0,405;;;1,08
temp_for;;1,98;0,332;;;0,92
temp_for;;2,07;;;;
temp_for;;1,88;0,501;;;1,05
temp_for;;1,82;0,459;;;1,02
